user_id,recommend,0
MGPQVLsODMm9ZtYQW-g_OA,4,2l0O1EI1m0yWjFo2zSt71w
MGPQVLsODMm9ZtYQW-g_OA,5,RgDVC3ZUBqpEe6Y1kPhIpw
MGPQVLsODMm9ZtYQW-g_OA,6,VHdY6oG2JPVNjihWhOooAQ
MGPQVLsODMm9ZtYQW-g_OA,7,om5ZiponkpRqUNa3pVPiRg
MGPQVLsODMm9ZtYQW-g_OA,8,jVYzrVblDFSuL3GHtt8ZSA
MGPQVLsODMm9ZtYQW-g_OA,9,3zxy3LVBV3ttxoYbY4rQ8A
MGPQVLsODMm9ZtYQW-g_OA,10,0G-QF457q_0Z_jKqh6xWiA
MGPQVLsODMm9ZtYQW-g_OA,11,ITa3vh5ERI90G_WP4SmGUQ
MGPQVLsODMm9ZtYQW-g_OA,12,P5bUL3Engv-2z6kKohB6qQ
MGPQVLsODMm9ZtYQW-g_OA,13,XvL3WrRN0_3hw0P5tO0J1Q
MGPQVLsODMm9ZtYQW-g_OA,14,0kSXMbNFo7mdwTPj4iQv9A
MGPQVLsODMm9ZtYQW-g_OA,15,h8pthOnqCxV94D8-JkZXCQ
MGPQVLsODMm9ZtYQW-g_OA,16,13f_vtUZEmlzweL91bmVng
MGPQVLsODMm9ZtYQW-g_OA,17,8ZryN_S-n48g6rsa3W3QtQ
MGPQVLsODMm9ZtYQW-g_OA,18,v9VCObZVWhOPdm1rKt8Dvg
MGPQVLsODMm9ZtYQW-g_OA,19,UpMTSX253d01OPY-3-sjEw
MGPQVLsODMm9ZtYQW-g_OA,20,gjhzKWsqCIrpEd9pevbKZw
MGPQVLsODMm9ZtYQW-g_OA,21,YWFbTcVnun8i03XnEU7kVg
MGPQVLsODMm9ZtYQW-g_OA,22,Ve0LUwcrzxL7w0RYgY4Aaw
MGPQVLsODMm9ZtYQW-g_OA,23,m07sy7eLtOjVdZ8oN9JKag
MGPQVLsODMm9ZtYQW-g_OA,24,BKCyaw3fLry1268fwpQeIw
MGPQVLsODMm9ZtYQW-g_OA,25,Un9kXZRrhnfdhaW33OwLFg
MGPQVLsODMm9ZtYQW-g_OA,26,ci7Q6NvXQ8UZrBHusVX18g
MGPQVLsODMm9ZtYQW-g_OA,27,HYQoxBC1y1DGPq6pGP09Tw
MGPQVLsODMm9ZtYQW-g_OA,28,IzJ36jX6V6ky5BtoN-Agng
MGPQVLsODMm9ZtYQW-g_OA,29,tipQmXdg181T4NvxrXPjFg
MGPQVLsODMm9ZtYQW-g_OA,30,OgYi5x02MBukfxPNFe1ePg
MGPQVLsODMm9ZtYQW-g_OA,31,fHS0bQ-l5rHME_xXKQSYXQ
MGPQVLsODMm9ZtYQW-g_OA,32,CQUDh80m48xnzUkx-X5NAw
MGPQVLsODMm9ZtYQW-g_OA,33,M9puGD3VU5FuhE60HklCvg
MGPQVLsODMm9ZtYQW-g_OA,34,4VbB9qS2Xvk-bjAI1bNlGw
MGPQVLsODMm9ZtYQW-g_OA,35,lf1m4CbheuUR7fFZoLGRvA
MGPQVLsODMm9ZtYQW-g_OA,36,t4aq9buiAuyciHxr7RvzNg
MGPQVLsODMm9ZtYQW-g_OA,37,5BpJEC8YVi80ecWT5CtlfQ
MGPQVLsODMm9ZtYQW-g_OA,38,WWnhqRnWWjutMqh-2SzEuQ
MGPQVLsODMm9ZtYQW-g_OA,39,HFECrzYDpgbS5EmTBtj2zQ
MGPQVLsODMm9ZtYQW-g_OA,40,RmXIjppHNtVveguN10iO1g
MGPQVLsODMm9ZtYQW-g_OA,41,p3heVCnq3M0H2LMxIuuc5g
MGPQVLsODMm9ZtYQW-g_OA,42,rcU7ysY41qGppbw4pQgjqg
MGPQVLsODMm9ZtYQW-g_OA,43,o4tYl3Hz0oDfpNn4k02DCw
MGPQVLsODMm9ZtYQW-g_OA,44,EiwxlbR8fb68lMgEXhcWKA
MGPQVLsODMm9ZtYQW-g_OA,45,8gYDk0qh586uzePzzU763g
MGPQVLsODMm9ZtYQW-g_OA,46,C6LV0p8L6IfBfh1YFRkWzQ
MGPQVLsODMm9ZtYQW-g_OA,47,ZIOCmdFaMIF56FR-nWr_2A
MGPQVLsODMm9ZtYQW-g_OA,48,y3IH1jtMxGkSvZYnCnh5Yg
MGPQVLsODMm9ZtYQW-g_OA,49,gvyYZgFdBbcT3xGjWOvZag
MGPQVLsODMm9ZtYQW-g_OA,50,syvwUKQJ4OYfmL_ixVLMeQ
MGPQVLsODMm9ZtYQW-g_OA,51,nmqX1cxPOYHwql5e4U9LuA
MGPQVLsODMm9ZtYQW-g_OA,52,IDVFG1pNSHIHoVuoLuZpcQ
MGPQVLsODMm9ZtYQW-g_OA,53,tGgTIueZy1JNTzQD9rkZLQ
MGPQVLsODMm9ZtYQW-g_OA,54,_BcWyKQL16ndpBdggh2kNA
MGPQVLsODMm9ZtYQW-g_OA,55,-NbeVN5tnwdyYAvdNkKMjw
MGPQVLsODMm9ZtYQW-g_OA,56,2Gy7OX3zFVfNeeHLhmpzJw
MGPQVLsODMm9ZtYQW-g_OA,57,w-w-k-QXosIKQ8HQVwU6IQ
OlJ9vcVFB1iEKcZO-MS3cQ,0,qVc8ODYU5SZjKXVBgXdI7w
OlJ9vcVFB1iEKcZO-MS3cQ,1,QJI9OSEn6ujRCtrX06vs1w
OlJ9vcVFB1iEKcZO-MS3cQ,2,2l0O1EI1m0yWjFo2zSt71w
OlJ9vcVFB1iEKcZO-MS3cQ,3,13f_vtUZEmlzweL91bmVng
OlJ9vcVFB1iEKcZO-MS3cQ,4,WWnhqRnWWjutMqh-2SzEuQ
OlJ9vcVFB1iEKcZO-MS3cQ,5,ZIOCmdFaMIF56FR-nWr_2A
OlJ9vcVFB1iEKcZO-MS3cQ,6,w-w-k-QXosIKQ8HQVwU6IQ
OlJ9vcVFB1iEKcZO-MS3cQ,7,LZZlD-7A1o_lCQZAt_NvLA
NIhcRW6DWvk1JQhDhXwgOQ,0,K7thO1n-vZ9PFYiC7nTR2w
NIhcRW6DWvk1JQhDhXwgOQ,1,M9puGD3VU5FuhE60HklCvg
NIhcRW6DWvk1JQhDhXwgOQ,2,DihTsliUxbqpoA9W3uRDBA
QJI9OSEn6ujRCtrX06vs1w,0,qVc8ODYU5SZjKXVBgXdI7w
QJI9OSEn6ujRCtrX06vs1w,1,j14WgRoU_-2ZE1aw1dXrJg
QJI9OSEn6ujRCtrX06vs1w,2,q_QQ5kBBwlCcbL1s4NVK3g
QJI9OSEn6ujRCtrX06vs1w,3,MGPQVLsODMm9ZtYQW-g_OA
QJI9OSEn6ujRCtrX06vs1w,4,OlJ9vcVFB1iEKcZO-MS3cQ
QJI9OSEn6ujRCtrX06vs1w,5,2l0O1EI1m0yWjFo2zSt71w
QJI9OSEn6ujRCtrX06vs1w,6,RgDVC3ZUBqpEe6Y1kPhIpw
QJI9OSEn6ujRCtrX06vs1w,7,VHdY6oG2JPVNjihWhOooAQ
QJI9OSEn6ujRCtrX06vs1w,8,om5ZiponkpRqUNa3pVPiRg
QJI9OSEn6ujRCtrX06vs1w,9,jVYzrVblDFSuL3GHtt8ZSA
QJI9OSEn6ujRCtrX06vs1w,10,3zxy3LVBV3ttxoYbY4rQ8A
QJI9OSEn6ujRCtrX06vs1w,11,0G-QF457q_0Z_jKqh6xWiA
QJI9OSEn6ujRCtrX06vs1w,12,ITa3vh5ERI90G_WP4SmGUQ
QJI9OSEn6ujRCtrX06vs1w,13,P5bUL3Engv-2z6kKohB6qQ
QJI9OSEn6ujRCtrX06vs1w,14,0kSXMbNFo7mdwTPj4iQv9A
QJI9OSEn6ujRCtrX06vs1w,15,HzoQKKHDq9BI37dyJAAtGA
QJI9OSEn6ujRCtrX06vs1w,16,627ihUMdDCxyXw1mOj1MVA
QJI9OSEn6ujRCtrX06vs1w,17,h8pthOnqCxV94D8-JkZXCQ
QJI9OSEn6ujRCtrX06vs1w,18,13f_vtUZEmlzweL91bmVng
QJI9OSEn6ujRCtrX06vs1w,19,8ZryN_S-n48g6rsa3W3QtQ
QJI9OSEn6ujRCtrX06vs1w,20,v9VCObZVWhOPdm1rKt8Dvg
QJI9OSEn6ujRCtrX06vs1w,21,gjhzKWsqCIrpEd9pevbKZw
QJI9OSEn6ujRCtrX06vs1w,22,YWFbTcVnun8i03XnEU7kVg
QJI9OSEn6ujRCtrX06vs1w,23,Ve0LUwcrzxL7w0RYgY4Aaw
QJI9OSEn6ujRCtrX06vs1w,24,m07sy7eLtOjVdZ8oN9JKag
QJI9OSEn6ujRCtrX06vs1w,25,BKCyaw3fLry1268fwpQeIw
QJI9OSEn6ujRCtrX06vs1w,26,ci7Q6NvXQ8UZrBHusVX18g
QJI9OSEn6ujRCtrX06vs1w,27,HYQoxBC1y1DGPq6pGP09Tw
QJI9OSEn6ujRCtrX06vs1w,28,IzJ36jX6V6ky5BtoN-Agng
QJI9OSEn6ujRCtrX06vs1w,29,tipQmXdg181T4NvxrXPjFg
QJI9OSEn6ujRCtrX06vs1w,30,OgYi5x02MBukfxPNFe1ePg
QJI9OSEn6ujRCtrX06vs1w,31,fHS0bQ-l5rHME_xXKQSYXQ
QJI9OSEn6ujRCtrX06vs1w,32,CQUDh80m48xnzUkx-X5NAw
QJI9OSEn6ujRCtrX06vs1w,33,M9puGD3VU5FuhE60HklCvg
QJI9OSEn6ujRCtrX06vs1w,34,4VbB9qS2Xvk-bjAI1bNlGw
QJI9OSEn6ujRCtrX06vs1w,35,lf1m4CbheuUR7fFZoLGRvA
QJI9OSEn6ujRCtrX06vs1w,36,5BpJEC8YVi80ecWT5CtlfQ
QJI9OSEn6ujRCtrX06vs1w,37,WWnhqRnWWjutMqh-2SzEuQ
QJI9OSEn6ujRCtrX06vs1w,38,HFECrzYDpgbS5EmTBtj2zQ
QJI9OSEn6ujRCtrX06vs1w,39,RmXIjppHNtVveguN10iO1g
QJI9OSEn6ujRCtrX06vs1w,40,KtUS6HMhgIPHXuwwkwReEw
QJI9OSEn6ujRCtrX06vs1w,41,UKSw9kfoBfdatSMUl-jGnA
QJI9OSEn6ujRCtrX06vs1w,42,p3heVCnq3M0H2LMxIuuc5g
QJI9OSEn6ujRCtrX06vs1w,43,rcU7ysY41qGppbw4pQgjqg
QJI9OSEn6ujRCtrX06vs1w,44,o4tYl3Hz0oDfpNn4k02DCw
QJI9OSEn6ujRCtrX06vs1w,45,EiwxlbR8fb68lMgEXhcWKA
QJI9OSEn6ujRCtrX06vs1w,46,C6LV0p8L6IfBfh1YFRkWzQ
QJI9OSEn6ujRCtrX06vs1w,47,ZIOCmdFaMIF56FR-nWr_2A
QJI9OSEn6ujRCtrX06vs1w,48,gvyYZgFdBbcT3xGjWOvZag
QJI9OSEn6ujRCtrX06vs1w,49,syvwUKQJ4OYfmL_ixVLMeQ
QJI9OSEn6ujRCtrX06vs1w,50,a21yEFhTXEJImb9hGl0JyQ
QJI9OSEn6ujRCtrX06vs1w,51,nmqX1cxPOYHwql5e4U9LuA
QJI9OSEn6ujRCtrX06vs1w,52,IDVFG1pNSHIHoVuoLuZpcQ
QJI9OSEn6ujRCtrX06vs1w,53,tGgTIueZy1JNTzQD9rkZLQ
QJI9OSEn6ujRCtrX06vs1w,54,cEDMie5DjE_00sJ23H2q9Q
QJI9OSEn6ujRCtrX06vs1w,55,u5fnrkB6fiQkHUo27rJMrw
QJI9OSEn6ujRCtrX06vs1w,56,xTGpw0x5EUj11YFhwr6m2A
QJI9OSEn6ujRCtrX06vs1w,57,PLCijWEcAk74aiYxHb_tYA
QJI9OSEn6ujRCtrX06vs1w,58,_BcWyKQL16ndpBdggh2kNA
QJI9OSEn6ujRCtrX06vs1w,59,lExyz31t8t6DBRxmu858eg
QJI9OSEn6ujRCtrX06vs1w,60,-NbeVN5tnwdyYAvdNkKMjw
QJI9OSEn6ujRCtrX06vs1w,61,2Gy7OX3zFVfNeeHLhmpzJw
QJI9OSEn6ujRCtrX06vs1w,62,w-w-k-QXosIKQ8HQVwU6IQ
QJI9OSEn6ujRCtrX06vs1w,63,LZZlD-7A1o_lCQZAt_NvLA
2l0O1EI1m0yWjFo2zSt71w,0,qVc8ODYU5SZjKXVBgXdI7w
2l0O1EI1m0yWjFo2zSt71w,1,q_QQ5kBBwlCcbL1s4NVK3g
2l0O1EI1m0yWjFo2zSt71w,2,MGPQVLsODMm9ZtYQW-g_OA
2l0O1EI1m0yWjFo2zSt71w,3,OlJ9vcVFB1iEKcZO-MS3cQ
2l0O1EI1m0yWjFo2zSt71w,4,QJI9OSEn6ujRCtrX06vs1w
2l0O1EI1m0yWjFo2zSt71w,5,RgDVC3ZUBqpEe6Y1kPhIpw
2l0O1EI1m0yWjFo2zSt71w,6,VHdY6oG2JPVNjihWhOooAQ
2l0O1EI1m0yWjFo2zSt71w,7,om5ZiponkpRqUNa3pVPiRg
2l0O1EI1m0yWjFo2zSt71w,8,jVYzrVblDFSuL3GHtt8ZSA
2l0O1EI1m0yWjFo2zSt71w,9,3zxy3LVBV3ttxoYbY4rQ8A
2l0O1EI1m0yWjFo2zSt71w,10,0G-QF457q_0Z_jKqh6xWiA
2l0O1EI1m0yWjFo2zSt71w,11,ITa3vh5ERI90G_WP4SmGUQ
2l0O1EI1m0yWjFo2zSt71w,12,P5bUL3Engv-2z6kKohB6qQ
2l0O1EI1m0yWjFo2zSt71w,13,0kSXMbNFo7mdwTPj4iQv9A
2l0O1EI1m0yWjFo2zSt71w,14,HzoQKKHDq9BI37dyJAAtGA
2l0O1EI1m0yWjFo2zSt71w,15,627ihUMdDCxyXw1mOj1MVA
2l0O1EI1m0yWjFo2zSt71w,16,h8pthOnqCxV94D8-JkZXCQ
2l0O1EI1m0yWjFo2zSt71w,17,13f_vtUZEmlzweL91bmVng
2l0O1EI1m0yWjFo2zSt71w,18,8ZryN_S-n48g6rsa3W3QtQ
2l0O1EI1m0yWjFo2zSt71w,19,v9VCObZVWhOPdm1rKt8Dvg
2l0O1EI1m0yWjFo2zSt71w,20,gjhzKWsqCIrpEd9pevbKZw
2l0O1EI1m0yWjFo2zSt71w,21,YWFbTcVnun8i03XnEU7kVg
2l0O1EI1m0yWjFo2zSt71w,22,Ve0LUwcrzxL7w0RYgY4Aaw
2l0O1EI1m0yWjFo2zSt71w,23,m07sy7eLtOjVdZ8oN9JKag
2l0O1EI1m0yWjFo2zSt71w,24,BKCyaw3fLry1268fwpQeIw
2l0O1EI1m0yWjFo2zSt71w,25,ci7Q6NvXQ8UZrBHusVX18g
2l0O1EI1m0yWjFo2zSt71w,26,HYQoxBC1y1DGPq6pGP09Tw
2l0O1EI1m0yWjFo2zSt71w,27,IzJ36jX6V6ky5BtoN-Agng
2l0O1EI1m0yWjFo2zSt71w,28,Qa2NoSc6DphQArihBgY9Gg
2l0O1EI1m0yWjFo2zSt71w,29,tipQmXdg181T4NvxrXPjFg
2l0O1EI1m0yWjFo2zSt71w,30,OgYi5x02MBukfxPNFe1ePg
2l0O1EI1m0yWjFo2zSt71w,31,fHS0bQ-l5rHME_xXKQSYXQ
2l0O1EI1m0yWjFo2zSt71w,32,CQUDh80m48xnzUkx-X5NAw
2l0O1EI1m0yWjFo2zSt71w,33,M9puGD3VU5FuhE60HklCvg
2l0O1EI1m0yWjFo2zSt71w,34,4VbB9qS2Xvk-bjAI1bNlGw
2l0O1EI1m0yWjFo2zSt71w,35,lf1m4CbheuUR7fFZoLGRvA
2l0O1EI1m0yWjFo2zSt71w,36,WWnhqRnWWjutMqh-2SzEuQ
2l0O1EI1m0yWjFo2zSt71w,37,HFECrzYDpgbS5EmTBtj2zQ
2l0O1EI1m0yWjFo2zSt71w,38,RmXIjppHNtVveguN10iO1g
2l0O1EI1m0yWjFo2zSt71w,39,KtUS6HMhgIPHXuwwkwReEw
2l0O1EI1m0yWjFo2zSt71w,40,FVbtQgcCmWmQ-D6IR5BfZg
2l0O1EI1m0yWjFo2zSt71w,41,UKSw9kfoBfdatSMUl-jGnA
2l0O1EI1m0yWjFo2zSt71w,42,rcU7ysY41qGppbw4pQgjqg
2l0O1EI1m0yWjFo2zSt71w,43,EiwxlbR8fb68lMgEXhcWKA
2l0O1EI1m0yWjFo2zSt71w,44,ZIOCmdFaMIF56FR-nWr_2A
2l0O1EI1m0yWjFo2zSt71w,45,gvyYZgFdBbcT3xGjWOvZag
2l0O1EI1m0yWjFo2zSt71w,46,syvwUKQJ4OYfmL_ixVLMeQ
2l0O1EI1m0yWjFo2zSt71w,47,a21yEFhTXEJImb9hGl0JyQ
2l0O1EI1m0yWjFo2zSt71w,48,nmqX1cxPOYHwql5e4U9LuA
2l0O1EI1m0yWjFo2zSt71w,49,tGgTIueZy1JNTzQD9rkZLQ
2l0O1EI1m0yWjFo2zSt71w,50,LAwptwS7nJwPkV5Niy9jkg
2l0O1EI1m0yWjFo2zSt71w,51,cEDMie5DjE_00sJ23H2q9Q
2l0O1EI1m0yWjFo2zSt71w,52,u5fnrkB6fiQkHUo27rJMrw
2l0O1EI1m0yWjFo2zSt71w,53,_BcWyKQL16ndpBdggh2kNA
2l0O1EI1m0yWjFo2zSt71w,54,2Gy7OX3zFVfNeeHLhmpzJw
2l0O1EI1m0yWjFo2zSt71w,55,w-w-k-QXosIKQ8HQVwU6IQ
2l0O1EI1m0yWjFo2zSt71w,56,LZZlD-7A1o_lCQZAt_NvLA
RgDVC3ZUBqpEe6Y1kPhIpw,0,qVc8ODYU5SZjKXVBgXdI7w
RgDVC3ZUBqpEe6Y1kPhIpw,1,j14WgRoU_-2ZE1aw1dXrJg
RgDVC3ZUBqpEe6Y1kPhIpw,2,q_QQ5kBBwlCcbL1s4NVK3g
RgDVC3ZUBqpEe6Y1kPhIpw,3,MGPQVLsODMm9ZtYQW-g_OA
RgDVC3ZUBqpEe6Y1kPhIpw,4,QJI9OSEn6ujRCtrX06vs1w
RgDVC3ZUBqpEe6Y1kPhIpw,5,2l0O1EI1m0yWjFo2zSt71w
RgDVC3ZUBqpEe6Y1kPhIpw,6,VHdY6oG2JPVNjihWhOooAQ
RgDVC3ZUBqpEe6Y1kPhIpw,7,om5ZiponkpRqUNa3pVPiRg
